"4","2015440608","Wed Jun 03 04:40:18 PDT 2009","NO_QUERY","saimin","@jenny050085 haha too long! just joking  how is your finals is all your work done?"
"4","1963136841","Fri May 29 12:15:34 PDT 2009","NO_QUERY","londonsnowman","@greenbizdaily Thanks for finding me, tho TheLondonSnowman maynot be using solarheat because of 'melting' effect  but xlnt twitr-cause.."
"0","1975520267","Sat May 30 15:19:58 PDT 2009","NO_QUERY","MizzShanay","@DJKustom the website is jacked up...cant listen  ?"
"0","2301808269","Tue Jun 23 15:56:26 PDT 2009","NO_QUERY","IIGoDeSSII","@xCyrusx @IIFOXHOUNDII Apple Juice = heart burn "
"4","1989648756","Mon Jun 01 02:18:24 PDT 2009","NO_QUERY","MissConfigured","Feeling refreshed and hopefully getting some rest, "
"0","2054833053","Sat Jun 06 08:10:24 PDT 2009","NO_QUERY","auntiedis","@aquariann I do not like the dentist...eeew..he makes my butt pucker. I should never have waited so long.  "
"0","1563841748","Mon Apr 20 00:30:49 PDT 2009","NO_QUERY","SaraLeanne1986","Caught the train with 1min to spare. Bloody schoolkids making my bus late! Haven't even had time to buy coffee! "
"4","1933020266","Tue May 26 22:47:23 PDT 2009","NO_QUERY","Amy_Mitchell","New level of the mall opens tomorrow...guess whos going!?! MEEEEE! And going to see angels and demons  Im so excited "
"0","2057651674","Sat Jun 06 13:24:17 PDT 2009","NO_QUERY","Twistedlilkitty","@bursaar You know that's contagious right? No kissing for you "
"0","1686399702","Sun May 03 05:15:37 PDT 2009","NO_QUERY","Funmi_Osiyale","Dying from revision "
"0","2246435326","Fri Jun 19 17:35:29 PDT 2009","NO_QUERY","kmkilbane","@eaglelegand21 shut up!! i  am not  why are you so mean to me? "
"4","1687369546","Sun May 03 08:30:52 PDT 2009","NO_QUERY","BayB_T","Yay! Church. Family time, back to southside kick it with Zfamily, and see my cop  Btw i had a blasted last night at Roxy with an alcoh ..."
"0","2218371694","Wed Jun 17 22:21:41 PDT 2009","NO_QUERY","marialang","Catching the red-eye "
"0","1753727907","Sun May 10 03:07:28 PDT 2009","NO_QUERY","nonamepossible","thinks her mother is mad! Confirmed! he he. Meg up, hub ironing so on with dreaded essay "
"4","1957551338","Fri May 29 00:51:30 PDT 2009","NO_QUERY","Janina_Michaela","Got to remember that I should go to the Perfoming Arts Centre by 6pm "
"4","1983775825","Sun May 31 13:48:49 PDT 2009","NO_QUERY","brookeodgers","Sitting by the pool having some lunch while the kiddos sleep. Peace and quiet = some mommy time "
"4","1759970027","Sun May 10 20:21:50 PDT 2009","NO_QUERY","danfaust","@Twyst There, there...it'll be okay. Just give the new guy a chance. "
"0","1833995655","Mon May 18 01:13:39 PDT 2009","NO_QUERY","pete_flynn","WolframAlpha video seems better than reality. Can't tell me &quot;bandwidth stats south africa&quot;  Needs to stay in &quot;alpha&quot; for a while I think.."
"4","2066734477","Sun Jun 07 11:04:27 PDT 2009","NO_QUERY","ashleyxtellez","Whoaaaaa! Rachael Ray's middle name is Domenica! How effin' amazing is that?! "
"0","2057565289","Sat Jun 06 13:14:26 PDT 2009","NO_QUERY","coda","@edcasey Well, two today. Two yesterday. Two high school kids in May. Almost another one two days ago. One in San Diego yesterday. "
"0","2204686958","Wed Jun 17 02:52:25 PDT 2009","NO_QUERY","jamesfk","@bennywallace nor BST sadly! "
"4","2189125252","Mon Jun 15 23:17:55 PDT 2009","NO_QUERY","laurakim123","@queenofcomplex LOL thanks  I am also sure it will be fine!"
"0","2255512796","Sat Jun 20 11:22:32 PDT 2009","NO_QUERY","thaoWOW","i just burned my hair blow drying it...and now the room stinks "
"0","1686144159","Sun May 03 03:59:49 PDT 2009","NO_QUERY","Kisten23","Marching day of percussion, then jessicas recital...im so tired "
"4","2047746680","Fri Jun 05 14:07:00 PDT 2009","NO_QUERY","tenderheartjb","@BlogWellDone thank you, that's what bff are 4, right? you understand the story is even more complicated than that. hanging in there "
"4","1983742011","Sun May 31 13:44:48 PDT 2009","NO_QUERY","SteffanyAnn","Freezing my tits off!! kari and johnny are coming over "
"4","1882696468","Fri May 22 07:19:45 PDT 2009","NO_QUERY","xMichaelSFx","@kukukuan Awesome!  i'm using it as main browser, looking how i get along with it.."
"0","1695133772","Mon May 04 05:18:08 PDT 2009","NO_QUERY","heroicnudity","...that is, unless you're @JamesJay (who's in my spare room), you'd just sleep right through the smells of fresh coffee and French Toast. "
"4","2001624162","Tue Jun 02 01:30:27 PDT 2009","NO_QUERY","michaelmknight","@ciberjohn Morning mate Glad your having a blast  You have a good weekend?"
"0","2252977982","Sat Jun 20 07:21:29 PDT 2009","NO_QUERY","jester_pester","Cat puke &amp; keyboards don't mix!  Love mine from an old IBM8086.  They don't make them like that anymore. Now its useless. "
"0","2302734969","Tue Jun 23 17:13:20 PDT 2009","NO_QUERY","scottmcinnis","Missing my family... They're all in Warner Robins... Alone for the week "
"4","2188524805","Mon Jun 15 22:03:28 PDT 2009","NO_QUERY","babydoodle_22","@LilBaeBae219 lls, it qoes so hard &quot;leather so soft&quot; lls.! buhh yu wild, nerd worryin about duhh popo. call duhh popo hoe.! "
"4","2179676808","Mon Jun 15 09:25:53 PDT 2009","NO_QUERY","halleymorlock","I am in desperate need of coffee. Luckily there's a Caribou vendor right below me "
"0","2237313468","Fri Jun 19 05:35:00 PDT 2009","NO_QUERY","kameraguy","server stuff is done!! I win.....nothing   On the flip side, I can haz this (better be) glorious sunrise..."
"0","2323578637","Thu Jun 25 00:58:37 PDT 2009","NO_QUERY","IcedBailey","The start of my Summer isn't going very well. I hope it'll get more interesting &amp; less confusing.  "
"4","1979681251","Sun May 31 04:04:27 PDT 2009","NO_QUERY","ohmytherese","about to go to bed "
"0","1881496069","Fri May 22 04:49:13 PDT 2009","NO_QUERY","iPhoneFcUk","@asronline haha. Used tho... "
"4","2062991007","Sun Jun 07 00:59:32 PDT 2009","NO_QUERY","gemmak500","@pinkjellybaby  heh. You ok sweetie?"
"4","2176232622","Mon Jun 15 03:17:50 PDT 2009","NO_QUERY","drop_d","wireless bio-radar has definately peaked my interest now "
"4","2189140131","Mon Jun 15 23:20:03 PDT 2009","NO_QUERY","jorale84","@heymisterdj ur drinking my vodka! now ima think of you when i make breakfast "
"0","2262216739","Sat Jun 20 22:05:40 PDT 2009","NO_QUERY","ArthurGallant","Heading off to bed soon. 6 more days until the move. Filming a Rose Parade with TV Cogeco today in Welland! 2nd last production with them "
"0","2055115752","Sat Jun 06 08:43:39 PDT 2009","NO_QUERY","Miriam1216","I give up! No eye liner or mascara it just won't cooperate today "
"0","1968845092","Fri May 29 22:21:31 PDT 2009","NO_QUERY","eljung","anyone want two tickets to summerjam? I can't go "
"4","1975863311","Sat May 30 16:03:59 PDT 2009","NO_QUERY","GirllyDevil899","@KourtneyKardash i have been "
"4","1881383468","Fri May 22 04:30:13 PDT 2009","NO_QUERY","Pitxi","@Ar7Core yes.. we're allowed at least once a week, right? "
"0","1994748423","Mon Jun 01 12:23:50 PDT 2009","NO_QUERY","saaaaaarah15","@roxiijonas yeah  are you bringing lunch tomorrow or buying it or going to the shop? &amp; no you dont haha! i still have so much to revise "
"4","1974514818","Sat May 30 13:17:22 PDT 2009","NO_QUERY","tara_saxon","@trvsbrkr so whats new with all the music stuff? hope all is well u should follow me "
"0","2323585902","Thu Jun 25 00:59:42 PDT 2009","NO_QUERY","kinkypinkfairy","is staying home with her hubby today. I've got a bad tummyache. "
"4","1754098423","Sun May 10 04:58:16 PDT 2009","NO_QUERY","chelsearoseee","it seems like its mothers day everywhere except England! Idc I'm gonna join in too: Happy Mothers Day Mommy "
"4","1988736359","Sun May 31 23:13:28 PDT 2009","NO_QUERY","kbuech","&quot;tell me a secret&quot;. So much more fun than sleeping.  and VERY sexy....."
"4","2069491853","Sun Jun 07 15:58:44 PDT 2009","NO_QUERY","rachelpitchu","loves having the apartment clean!! "
"0","2055164406","Sat Jun 06 08:49:12 PDT 2009","NO_QUERY","PrincessPayne","@backblocks I'm good. Recovering from last night and I'm on my way to work 20mins late "
"0","2258206984","Sat Jun 20 15:33:16 PDT 2009","NO_QUERY","conversefashion","@ddlovato mmm...  iis also one of th fears Ive got  *"
"0","1881451025","Fri May 22 04:42:05 PDT 2009","NO_QUERY","scholarlyphases","@Mikesta *points to the others* Praise them. "
"0","2012859547","Tue Jun 02 21:25:44 PDT 2009","NO_QUERY","rl212007","@aggieastronaut Hopefully I will get some nice storms tomorrow by its OFB but I doubt it with our luck here "
"0","2262061128","Sat Jun 20 21:49:08 PDT 2009","NO_QUERY","prettykilla"," @MIZZWALKER which one???"
"0","2266059892","Sun Jun 21 07:49:47 PDT 2009","NO_QUERY","sarcasticpickle","still trying to do my spanish "
"0","1554491681","Sat Apr 18 17:08:33 PDT 2009","NO_QUERY","roane","@noizangel  Right there with you on the migraines. Had one since yesterday. "
"4","1554431904","Sat Apr 18 16:58:52 PDT 2009","NO_QUERY","mcstalvey","playing Monopoly wiff the fam "
"4","2011846476","Tue Jun 02 19:39:39 PDT 2009","NO_QUERY","kvltpunk",".@tllanes Hah, no. Well, I don't think so. Their attempts at trolling are boring. If that's your new hair, it looks good, by the way! "
"4","1984633622","Sun May 31 15:29:47 PDT 2009","NO_QUERY","EFTSuzanne","@TwitBotNews Thanks "
"4","1754848895","Sun May 10 07:33:44 PDT 2009","NO_QUERY","StephaMikeSues","@therealsavannah Hey Savannah!!!  You Rocked Last Night Ur soooo Awsome!!!!  Thanks 4 Signing my ipod!!!   Lovee u Savannah!!! &lt;3"
"4","1468068639","Mon Apr 06 23:32:39 PDT 2009","NO_QUERY","FizzyDuck","@pinkcat Bonjour le chat "
"4","2063223297","Sun Jun 07 01:49:23 PDT 2009","NO_QUERY","latuacantante03","Listening to Alexz Johnson her voice always makes me feel better when I'm frustrated "
"4","2066267084","Sun Jun 07 10:11:47 PDT 2009","NO_QUERY","All_Dreams_SLS","@CrysAntonia yay! Now u must utilize it 2 the max so it looks like we have friends in 'real' life "
"4","1967753327","Fri May 29 20:09:04 PDT 2009","NO_QUERY","ChelseaLeeCosta","100th tweet!  Saved for something special:  good night and sweet dreams.  "
"4","1992812943","Mon Jun 01 09:21:45 PDT 2009","NO_QUERY","DaveTaylor","Yes, I really just wrote a music CD review of a kid's CD, Imagination Movers, and I liked it!!  See http://www.apparenting.com/  "
"0","2322713898","Wed Jun 24 23:07:34 PDT 2009","NO_QUERY","tasteofsarah","@superbrenda i cant check messages on my phone "
"0","2252466298","Sat Jun 20 06:19:45 PDT 2009","NO_QUERY","waynecmcdonald","Rain stopped play so Wayne stopped playing "
"4","1971332713","Sat May 30 06:50:57 PDT 2009","NO_QUERY","Croneandbearit","@texasheartland I'm hangin' in there trying to do homework and I'm just so distracted this morning.  Oh well.  "
"4","2001857553","Tue Jun 02 02:18:56 PDT 2009","NO_QUERY","dragosroua","@ibz nope, but you can build one on top of UIWebView, if you want (still Safari underneath though  )"
"4","1972196865","Sat May 30 08:45:31 PDT 2009","NO_QUERY","Mumdance","@joncurtis thanks man!!! I can't remember what I played though, will be happy to tell you if you want to know anything "
"4","1992397818","Mon Jun 01 08:41:16 PDT 2009","NO_QUERY","Fusionista","1240 words, time to call it a day and wait for my mum and my boyfriend's parents to come over for dinner! "
"4","1822576993","Sat May 16 19:53:55 PDT 2009","NO_QUERY","Yushimi","Eat at Downtown  omg. Lobster!!  (drools)"
"0","1690794038","Sun May 03 16:23:37 PDT 2009","NO_QUERY","riolaw","So I mention I'm into BDSM and the next thing I know all kinds of hot kinksters are following me.  But they're all women "
"0","2202935585","Tue Jun 16 22:41:49 PDT 2009","NO_QUERY","MichaelMcNeill","@CherylH77 Yeah I have. This is not a good sign. "
"4","1976503031","Sat May 30 17:36:45 PDT 2009","NO_QUERY","storyofme","@daivrawks Sitting on the terrace drinking and tweeting with @dhatfield. I even survived a fail whale for you. "
"4","2064372460","Sun Jun 07 06:04:58 PDT 2009","NO_QUERY","tjbruton","she teaches me something new about life, or myself, every time i'm with her. if u have the time, u should be a big.  i can sign you up "
"4","1881593999","Fri May 22 05:04:42 PDT 2009","NO_QUERY","IamWickedlyGood","I try not to spam too much, please vote for me on Etsy  http://bit.ly/8vqtW"
"4","2045171808","Fri Jun 05 10:20:27 PDT 2009","NO_QUERY","LailaSaleh","FASHION SHOW TONIGHT! IM SO EXCITED  IF YOU'RE IN L.A. YOU SHOULD COME SEE IT. ITS AT EL CAMINO COLLEGE "
"4","2057442869","Sat Jun 06 13:00:51 PDT 2009","NO_QUERY","_Sean_Thompson_","So I'm going to start a new trend. Instead of &quot;That's so gay,&quot; it's now &quot;That's so ugly&quot; because its less offensive "
"0","2184917704","Mon Jun 15 16:36:42 PDT 2009","NO_QUERY","RowinnDinosaur","@this1kat  meow ow ow"
"0","1989841219","Mon Jun 01 03:00:04 PDT 2009","NO_QUERY","steveapple","@trevslibrary Thanks, I can be cold and grumpy again soon  Bet that means I wont get my Balloon flight yet again in a cpl of weeks "
"0","2194230831","Tue Jun 16 09:31:01 PDT 2009","NO_QUERY","CheweyLam","@JeremyAkers yeah, i need to work out be4 I play 2day but can't quite seem to roll out of bed.  2 hrs be4 Event 34 nlh 1500"
"0","2198146210","Tue Jun 16 15:40:03 PDT 2009","NO_QUERY","cloudyuh","I am filing for bankruptcy because of my book addiction "
"0","2224585226","Thu Jun 18 09:41:00 PDT 2009","NO_QUERY","darrenhotchkiss","@DJDal aye it's great no 3G so can only tweet at the hotel "
"4","2002375131","Tue Jun 02 04:01:38 PDT 2009","NO_QUERY","YvetteObeney","I'm going 2 start following Lilly Allen, her &amp; Chris Moyles are so funny. He has a thing 4 her &amp; keeps tweeting her.  x"
"4","1979122664","Sun May 31 01:43:48 PDT 2009","NO_QUERY","nickyy123","@kirstyrawrr It's awesome ay? My favourites are Peacemaker, Horseshoes and Hand Grenades and East Jesus Nowhere "
"0","2249018502","Fri Jun 19 21:34:42 PDT 2009","NO_QUERY","emmmahh","cold hands. where are my gloves when i need them. "
